part_num,label_text,short_name,description,brief,status,old_location,location,min_quantity,total_on_hand,latest_inventory_num,latest_inventory_date,latest_backstock_num,latest_backstock_date,max_quantity,unit,%_on_hand,2017 restock: date order placed,price_per,supplier,brand,series,manufacturer_part_number,supplier_part_number,purchase_link,alternate/old_purchase_link,info_link,image_link,"Status (discontinued/obsolete/no longer required, etc.)",Serial #,inventory1,inventory2,inventory3,inventory4,inventory5,inventory6,inventory7,inventory8,inventory9,inventory10,inventory11,inventory12,inventory13,inventory14,inventory15,inventory16,inventory17,inventory18,inventory19,inventory20,,,back_stock1,back_stock2,back_stock3,back_stock4,back_stock5,back_stock6,back_stock7,back_stock8,back_stock9,back_stock10,back_stock11,back_stock12,back_stock13,back_stock14,back_stock15,back_stock16,back_stock17,back_stock18,back_stock19,back_stock20,
2183,,heat gun,"heat gun, 1800W, variable output 122ºF–1112ºF, digital readout",,,Tool Box,Tool Box,1,0,,,,,2,each,0%,,$39.99,Amazon,SEEKONE,,,,https://www.amazon.com/dp/B07YDS9HWX/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,,"white 8"" zip tie","zip tie, white, 8"" length, nylon, UV resistant, 40 lbs. tensile strength",,,Tool Box,Tool Box,5,660,60,8/16/22,600,6/7/23,50,,13200%,,$0.02,Amazon,,,,,https://www.amazon.com/dp/B09KMS7YQK,https://www.amazon.com/Cable-Matters-Combo-Self-Locking-12-Inch/dp/B00L2LGMO4/ref=sr_1_4?ie=UTF8&qid=1468603692&sr=8-4&keywords=Cable+Ties,,,,,50:6/21/17,75:6/1/18,0:5/6/19,100:5/7/19,100:5/28/19,150:08/15/19,18:6/22/21,0:11/4/21,50:11/5/21,0:4/21/22,100:4/22/22,10:6/2/22,60:8/16/22,,,,,,,,,,100:8/31/17,100:1/18/18,400:12/15/18,400:01/22/19,300:5/7/19,250:08/15/19,150:7/15/21,100:11/5/21,0:4/22/22,0:6/2/22,950:8/16/22,600:6/7/23,,,,,,,,,
2185,,"white 4"" zip tie","zip tie, white, 4"" length, nylon, UV resistant, 18 lbs. tensile strength",,,Tool Box,Tool Box,100,700,100,8/16/22,600,6/7/23,500,,700%,,$0.01,Amazon,,,,,https://www.amazon.com/dp/B09H5KVHSW,,,,,,100:8/16/22,,,,,,,,,,,,,,,,,,,,,,900:8/16/22,600:6/7/23,,,,,,,,,,,,,,,,,,,
2186,,"white 5"" zip tie","zip tie, 5"", white, UV resistant",,,discontinued,discontinued,5,0,0,6/2/22,0,6/2/22,50,,0%,,$0.05,Amazon,,,,,,https://www.amazon.com/Cable-Matters-Combo-Self-Locking-12-Inch/dp/B00L2LGMO4/ref=sr_1_4?ie=UTF8&qid=1468603692&sr=8-4&keywords=Cable+Ties,,,,,50:6/21/17,20:6/1/18,20:5/28/19,18:6/22/21,0:6/2/22,,,,,,,,,,,,,,,,,,0:6/2/22,,,,,,,,,,,,,,,,,,,,
2187,,"white 4"" zip tie","zip tie, 4"" length, off-white",,,discontinued,discontinued,20,0,0,6/2/22,0,6/2/22,300,,0%,,$0.03,McMaster,,,,7130K12,mcmaster.com/#7130K12,,,,,,0:8/19/19,100:08/20/19,7:6/22/21,100:11/5/21,0:6/2/22,,,,,,,,,,,,,,,,,,100:8/23/19,100:7/15/21,0:11/5/21,0:6/2/22,,,,,,,,,,,,,,,,,
2189,,zip tie with mounting hole,"zip tie, with screw-in mounting hole, 4-1/2"" length, off-white",,,Tool Box,Tool Box,20,0,0,6/2/22,0,6/2/22,200,,0%,,$0.12,McMaster,,,,7295K1,mcmaster.com/#7295K1,,,,,,100:8/20/19,0:6/22/21,0:6/2/22,,,,,,,,,,,,,,,,,,,,0:6/2/22,,,,,,,,,,,,,,,,,,,,
2191,,zip tie mounting base,"mounting base, for zip ties, 3/4"" square base, adhesive and screw-in base",,,Tool Box,Tool Box,20,20,20,6/2/22,0,6/2/22,200,,100%,,$0.22,McMaster,,,,7566K41,mcmaster.com/#7566K41,,,,,,50:8/20/19,23:6/22/21,20:6/2/22,,,,,,,,,,,,,,,,,,,,0:6/2/22,,,,,,,,,,,,,,,,,,,,
2378,,small screwdriver set,"screwdriver set, small, phillips #0 and #1, slotted 1.4mm, 2mm, 2.4mm, and 3mm widths",,,Tool Box,Tool Box,,27,3,8/16/22,24,6/7/23,,,,,$4.98,Amazon,Stanley,,66-052,,https://www.amazon.com/dp/B0115TCJCQ,https://www.amazon.com/Stanley-66-052-6-Piece-Precision-Screwdriver/dp/B00009OYGV,,,,,0.5:6/5/18,3:6/19/18,3:2/25/2019,9:5/28/19,0:3/2/20,3:3/3/20,25:6/22/21,16:2/2/2022,3:8/16/22,,,,,,,,,,,,,,2:1/23/18,12:01/08/19,5:3/3/20,4:7/19/21,16:7/28/21,0:6/2/22,4:8/16/22,24:6/7/23,,,,,,,,,,,,,
2379,,2mm slotted screwdriver,"screwdriver, slotted, 2mm width, plastic handle",,,,,,,3,6/2/22,4,6/7/23,,each,,,$0.65,Amazon,,,,,https://www.amazon.com/Fixinus-Slotted-Screwdrivers-Samsung-Electronics/dp/B073WSSMGZ,,,,,,3:6/2/22,,,,,,,,,,,,,,,,,,,,,,0:11/16/20,9: 5/14/21,4:6/2/22,4:6/7/23,,,,,,,,,,,,,,,,,
2381,,1.6mm slotted screwcriver,"screwdriver, slotted, 1.6mm width, plastic handle",,,,,,,5,4/17/23,12,6/7/23,,each,,,$0.26,Amazon,,,,,https://www.amazon.com/gp/product/B01MA23PIU,,,,,,3:6/2/22,0:4/16/23,5:4/17/23,,,,,,,,,,,,,,,,,,,,28:7/19/21,20:6/2/22,15:4/17/23,12:6/7/23,,,,,,,,,,,,,,,,,
2342,,7-segment LED display,"7-segment LED display, 4-digit, 0.56"" digit height, with I²C driver, red",,,lending,lending,1,0,,,,,2,,0%,,$9.95,Adafruit,,,,877,https://www.adafruit.com/products/877,,,,,,2:6/14/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,,7-segment LED display,"7-segment LED display, 4-digit, 0.56"" digit height, with I²C driver, blue",,,lending,lending,,,,,,,,,,,$11.95,Adafruit,,,,881,https://www.adafruit.com/products/881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,,7-segment LED display,"7-segment LED display, 4-digit, 0.56"" digit height, with I²C driver, green",,,lending,lending,,,,,,,,,,,$9.95,Adafruit,,,,880,https://www.adafruit.com/products/880,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,,7-segment LED display,"7-segment LED display, 4-digit, 0.56"" digit height, with I²C driver, yellow",,,lending,lending,,,,,,,,,,,$9.95,Adafruit,,,,879,https://www.adafruit.com/products/879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2349,,7-segment LED display,"7-segment LED display, 4-digit, 0.56"" digit height, with I²C driver, white",,,lending,lending,,,,,,,,,,,$10.95,Adafruit,,,,1002,https://www.adafruit.com/products/1002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2346,,CNC Shield,Arduino CNC Shield (GRBL Compatible),,,Unknown,Unknown,2,0,,,,,10,,0%,,$5.00,ElectroDragon,,,,DAS1045,http://www.electrodragon.com/product/cnc-shield-arduino-kit-grbl-compatible/?attribute_pa_attributes=board,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024,,mini-grabber cable,"mini-grabber to mini-grabber cable, red",,,Wall Racks,Wall Racks,5,15,15,6/21/17,,,25,,300%,,$1.50,Amazon,,,,,https://www.amazon.com/Sumnacon-Multimeter-Electrical-Test-Clips/dp/B082PZF831,,,,,,15:6/21/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,,Banana Cable,"Banana to Banana Cable Extensions, Red",,,Wall Racks,Wall Racks,2,5,5,6/21/17,,,6,,250%,,$6.47,Amazon,,,,,https://www.amazon.com/Elenco-Banana-Test-Lead-Set/dp/B0002JJU4Q/ref=pd_sim_23_5?ie=UTF8&dpID=51Z12DpyreL&dpSrc=sims&preST=_AC_UL160_SR160%2C160_&psc=1&refRID=QPPJRJ03BWHY4XMX1CPC,,,,,,5:6/21/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,,mini-grabber cable,"mini-grabber to mini-grabber cable, black",,,Wall Racks,Wall Racks,5,15,15,6/21/17,,,20,,300%,,$1.50,Amazon,,,,,https://www.amazon.com/Sumnacon-Multimeter-Electrical-Test-Clips/dp/B082PZF831,,,,,,15:6/21/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,,mini-grabber cable pair,"mini-grabber to mini-grabber cables, 30"" length, pair of black and red",,,,,,0,,,0,,,pair,,,$1.95,MPJA,,,,33035 TE,https://www.mpja.com/SMD-Test-Clip-Leads-30in-Red-Black-Pair/productinfo/33035+TE/,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,
2030,,Banana Cable,"Banana to Crocodile Cable, Black",,,Wall Racks,Wall Racks,5,5,2,6/21/17,3,1/18/18,25,,100%,,,,,,,,,,,,,,2:6/21/17,,,,,,,,,,,,,,,,,,,,,,3:8/31/17,3:1/18/18,,,,,,,,,,,,,,,,,,,
2029,,Banana Cable,"Banana to Crocodile Cable, Red",,,Wall Racks,Wall Racks,5,9,6,6/21/17,3,1/18/18,25,,180%,,,,,,,,,,,,,,6:6/21/17,,,,,,,,,,,,,,,,,,,,,,3:8/31/17,3:1/18/18,,,,,,,,,,,,,,,,,,,
2034,,Banana Cable,"Banana to Banana Cable Extensions, Black",,,Wall Racks,Wall Racks,2,3,3,6/21/17,,,6,,150%,,,,,,,,,,,,,,3:6/21/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2031,,banana alligator cable,"banana to alligator cable, 3' length, PVC insulation, 5kV rating, 18 AWG wire, square alligator hood, multicolored",,,Wall Racks,Wall Racks,5,20,10,11/28/17,10,6/9/22,,each,400%,,$6.08,Digi-Key,,,,461-1174-ND,https://www.digikey.com/products/en?keywords=461-1174-nd,,,,,,10:11/28/17,,,,,,,,,,,,,,,,,,,,,,10:6/9/22,,,,,,,,,,,,,,,,,,,,
2033,,banana alligator cable,"banana to alligator cable, 1m length, non-hooded rigid alligator, black or red",,,Wall Racks,Wall Racks,,46,30,2/19/19,16,7/15/21,,,,,$1.35,AliExpress,,,,,https://www.aliexpress.com/item/1M-Long-Alligator-Clip-to-Banana-Plug-Test-Cable-Pair-for-Multimeter/32807179584.html,,,,,,10:4/4/18,30:02/19/19,,,,,,,,,,,,,,,,,,,,,10:4/4/18,26:01/22/19,6:02/19/19,16:7/15/21,,,,,,,,,,,,,,,,,
2035,,alligator cable,"alligator to alligator cable, test leads, 1m length",,,Wall Racks,Wall Racks,10,20,10,8/21/18,10,1/22/19,,,200%,,$2.13,eBay,,,,,https://www.ebay.com/itm/183115133284,,,,,,10:8/21/18,,,,,,,,,,,,,,,,,,,,,,10:8/21/18,10:01/10/19,10:01/22/19,,,,,,,,,,,,,,,,,,
2348,,Hardware Drawers,"24 Plastic Drawer, Parts & Hardware Storage Cabinet, 20-Inch x 16-Inch x 6.5-Inch, Black",,,,,0,6,6,6/21/17,,,6,,,,$28.00,Amazon,Akro-Mils,,,10124,https://www.amazon.com/Akro-Mils-10124-Plastic-Hardware-6-5-Inch/dp/B003TV3NL0/ref=sr_1_12?ie=UTF8&qid=1465937260&sr=8-12&keywords=plastic+storage+bins,,,,,,6:6/21/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350,,Hardware Drawers,"32 Plastic Drawer, Parts & Hardware Storage Cabinet, 20-Inch x 16-Inch x 6.5-Inch, Black",,,,,0,5,5,6/21/17,,,5,,,,$28.00,Amazon,Akro-Mils,,,10144,https://www.amazon.com/Akro-Mils-10144-20-Inch-16-Inch-Hardware/dp/B003P2UOCO/ref=pd_sim_469_2?ie=UTF8&dpID=51p1PNPSuKL&dpSrc=sims&preST=_AC_UL160_SR160%2C160_&refRID=7NH4DF6JWNQSW34ZKP04,,,,,,5:6/21/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,,Hardware Drawers,"64 Plastic Drawer, Parts & Hardware Storage Cabinet, 20-Inch x 16-Inch x 6.5-Inch, Black",,,,,0,5,5,6/21/17,,,5,,,,$27.50,Amazon,Akro-Mils,,,10164,https://www.amazon.com/Akro-Mils-10164-Plastic-Storage-Hardware/dp/B000LDH3JC/ref=pd_sim_469_1?ie=UTF8&dpID=51SaSUnaPNL&dpSrc=sims&preST=_AC_UL160_SR160%2C160_&refRID=7NH4DF6JWNQSW34ZKP04,,,,,,5:6/21/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,,Credenza,"Open Bottom, No Shelves, Teal, 8'L x 20""D x 30""H",,,discontinued,discontinued,0,1,1,6/21/17,,,0,,,,$0.00,Repurposed,SteelCase,,NA,NA,NA,NA,NA,,,,1:6/21/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2356,,Credenza,"With Shelves, Teal, 8'L x 20""D x 30""H",,,discontinued,discontinued,0,1,1,6/21/17,,,0,,,,$0.00,Repurposed,SteelCase,,NA,NA,NA,NA,NA,,,,1:6/21/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2358,,Desk,"Teal, Desk w 3-Side Drawers, 1-Top Drawer, 5'L x 30""D x 30""H",,,discontinued,discontinued,0,1,1,6/21/17,,,0,,,,$0.00,Repurposed,Steelcase,,NA,NA,NA,NA,NA,,,,1:6/21/17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000,,Arduino Uno,"Arduino Uno R3, with A–B USB cable, Elegoo brand, ATmega328P",,,,,,70,0,12/15/17,70,2/2/23,,each,,,$13.66,Amazon,Elegoo,,,,https://www.amazon.com/Elegoo-Board-ATmega328P-ATMEGA16U2-Arduino/dp/B01EWOE0UU,,,,,,0:12/15/17,,,,,,,,,,,,,,,,,,,,,,10:12/15/17,100:8/24/18,0:01/08/19,15:01/09/19,100:01/10/19,105:01/11/19,55:01/22/19,32:01/25/19,2:02/12/19,130:08/23/19,50:12/16/19,53:1/6/20,103:1/8/20,16:11/16/20,51:11/25/2020,64: 5/18/21,63:6/9/22,70:2/2/23,,,
1001,,takeout container,"takeout container, plastic, 28 oz., with lid",,,,,,75,0,12/15/17,75,11/16/20,,,,,$0.40,Amazon,,,,,https://www.amazon.com/gp/product/B07FY1XQW6,https://www.amazon.com/50-Pack-SimpleHouseware-Compartment-Container/dp/B01K43777Q,,,,,0:12/15/17,,,,,,,,,,,,,,,,,,,,,,10:12/15/17,100:6/20/18,175:01/09/19,155:01/22/19,0:10/4/19,150:10/07/19,75:11/16/20,,,,,,,,,,,,,,
1002,,Arduino Mega,"Arduino Mega R3, ATmega2560 main chip, ATMEGA16U2 for USB communication, Elegoo brand",,,lending,lending,5,0,,,,,,,0%,,$13.98,Amazon,,,,,https://www.amazon.com/gp/product/B01H4ZLZLQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1005,,Raspberry Pi Pico,"Raspberry Pi Pico microcontroller, 3.3V logic, 1.8–5.5V input power, uses RP2040 chip",,,B15-R7-C4,Controller: Controller,10,30,20,5/18/23,10,5/18/23,50,each,300%,,$4.00,Sparkfun,Raspberry Pi,,,17829,sparkfun.com/products/17829,,,,,,0:5/6/21,0:6/27/22,30:8/12/22,24:10/14/22,20:2/12/23,20:5/18/23,,,,,,,,,,,,,,,,,30:10/28/21,80:6/27/22,50:8/12/22,30:10/14/22,20:2/12/23,10:5/18/23,,,,,,,,,,,,,,,
1391,,12V 2.5A power supply,"power supply, 12V 2.5A output, 120V input, switching, 5.5mm center-positive barrel jack output",,,Wiring 5,Wiring 5,,40,10,5/18/23,30,5/18/23,,each,,,$6.95,MPJA,,,,33380 PS,https://www.mpja.com/12-Volt-DC-Plug-Power-Supply-25A-Netgear/productinfo/33380+PS/,"https://www.aliexpress.com/item/1PCS-24W-EU-US-Plug-Driver-Adapter-AC110V-220V-to-DC-12V-2A-5-5-2/32812473368.html

https://www.amazon.com/Adapter-SANSUN-AC100-240V-Transformers-Switching/dp/B01HDAIAGU

https://www.amazon.com/Adapter-100-240V-Transformers-Switching-Adaptor/dp/B019Q3U72M",,,,,0:12/18/17,5:4/22/19,5:4/22/22,8:4/19/23,10:5/18/23,,,,,,,,,,,,,,,,,,25:8/23/19,0:3/21/22,15:4/22/22,30:3/27/23,30:5/18/23,,,,,,,,,,,,,,,,
1393,,5V 2A power supply,"power supply, 5V 2A output, 120V input, switching, 5.5mm center-positive barrel jack output",,,Wiring 5,Wiring 5,4,14,10,5/18/23,4,5/18/23,,,350%,,$2.17,AliExpress,,,,,https://www.aliexpress.com/item/AC-100-240V-to-DC-5V-2A-2000mA-AC-DC-Converter-Adapter-Switching-Power-Supply-Converter/32884740850.html,https://www.ebay.com/itm/122364534177,,,,,5:4/4/19,10:5/18/23,,,,,,,,,,,,,,,,,,,,,25:4/4/19,50:08/23/19,1: 4/27/21,35:7/26/21,4:5/18/23,,,,,,,,,,,,,,,,
1395,,5V 3A power supply,"power supply, 5V 3A output, 120V input, switching, 5.5mm center-positive barrel jack output",,,,,10,35,7,4/19/23,28,4/19/23,,each,350%,,$3.91,AliExpress,,,,,https://www.aliexpress.us/item/2251832872018512.html,https://www.mpja.com/5-Volt-3A-DC-Plug-Power-Supply-Regulated/productinfo/34291+PS/,,,,,0:2/21/23,7:4/19/23,,,,,,,,,,,,,,,,,,,,,0:11/16/20,2:11/23/2020,10:11/25/2020,22: 4/27/21,22:7/26/21,35:3/17/23,28:4/19/23,,,,,,,,,,,,,,
1397,,9V 2A power supply,"power supply, 9V 2A output, 120V/240V input, switching, 5.5mm x 2.5/2.1mm jack, center positive",,,Wiring 5,Wiring 5,5,10,10,5/18/23,,,,each,200%,,$7.90,Amazon,,,,,https://www.amazon.com/dp/B092V92YLW,,,,,,0:2/13/23,3:4/19/23,10:5/18/23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1003,,6 qt. container,"container, plastic, 6 qt., with lid, Sterilite 16428012",,,,,,30,,,30,11/30/20,,each,,,$1.48,Home Depot,,,,,https://www.homedepot.com/p/Sterilite-6-Qt-Storage-Box-16426A60/308820126,"https://www.ebay.com/itm/Sterilite-6-Quart-Clear-Stacking-Storage-Tote-w-White-Lid-24-Pack-Open-Box/303409176394

https://www.amazon.com/gp/product/B01M5I5808",,,,,,,,,,,,,,,,,,,,,,,,,,,72:1/18/19,73:08/23/19,25:1/8/20,94:1/16/20,30:11/30/2020,,,,,,,,,,,,,,,,
1523,,"1/8"" tubing","tubing, PVC, 1/8"" ID, 1/4"" OD",,,,,25,200,100,1/9/18,100,1/9/18,,foot,800%,,$0.15,McMaster-Carr,,,,5233K52,mcmaster.com/#5233K52,,,,,,100:1/9/18,,,,,,,,,,,,,,,,,,,,,,100:1/9/18,,,,,,,,,,,,,,,,,,,,
1525,,"1/4"" tubing","tubing, PVC, 1/4"" ID, 3/8"" OD",,,,,25,100,100,1/9/18,,,,foot,400%,,$0.27,McMaster-Carr,,,,5233K56,mcmaster.com/#5233K56,,,,,,100:1/9/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1529,,"1/8"" barbed tubing connector","tubing connector, barbed, for 1/8"" ID tubing",,,SHELF B-5 : Fluids and pneumatics kit,SHELF B-5 : Fluids and pneumatics kit,10,20,20,1/12/18,,,,each,200%,,$0.39,McMaster-Carr,,,,5372K511,mcmaster.com/#5372K511,,,,,,20:1/12/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1539,,tubing cutter,"cutter, for tubing and flexible hose",,,,,1,1,1,1/12/18,,,,,100%,,$7.00,McMaster-Carr,,,,8288A51,mcmaster.com/#8288A51,,,,,,1:1/12/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,,tubing connector,"tubing connector, for making butt joints to build mechanical tubing loops for power transmission, for ~1/8"" ID tubing, aluminum, specified for 6mm belt",,,,,10,25,25,1/12/18,,,,,250%,,$0.43,McMaster-Carr,,,,6567K22,mcmaster.com/#6567K22,,,,,,25:1/12/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,,tubing connector,"tubing connector, for making butt joints in round hollow 3/16"" belting, aluminum",,,,,5,0,,,,,,,0%,,$0.3832,McMaster-Carr,,,,6567K26,mcmaser.com/#6567K26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,,soldering iron,"soldering iron, adjustable temperature, 60W",,,lending,lending,,lending,lending,6/4/18,23,11/25/20,,each,,,$12.95,Sparkfun,Best,,102C,TOL-14456,https://www.sparkfun.com/products/14456,,,,,,0:1/12/18,lending:6/4/18,,,,,,,,,,,,,,,,,,,,,15:1/12/18,0:6/4/18,0:11/16/20,9:11/23/20 -cs,23:11/25/2020,,,,,,,,,,,,,,,,
2050,,multicolored masking tape,"masking tape, multi-colored, 1"" wide x 60 yd.",,,SHELF-D,SHELF-D,0,6,6,5/25/18,,,10,,,8/8 GG added to buy list,$2.30,Amazon,,,,,https://www.amazon.com/MaskingTape-Colorful-Tape-Projects-Painting/dp/B01IO20ZZ0,,,,,,1:6/21/17,6:5/25/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2051,,colored gaffer tape,"gaffer tape, 1"" width x 20 yd. roll, yellow, orange, blue, pink, green",,,Craft 4,Craft 4,5,10,5,8/16/22,5,8/16/22,,roll,200%,,$6.10,Amazon,,,,,https://www.amazon.com/dp/B074SCBKG4,https://www.amazon.com/gp/product/B00FRKWG28,,,,,1:6/24/21,5:6/28/21,0:6/1/22,5:8/16/22,,,,,,,,,,,,,,,,,,,8:11/19/2020,1: 5/5/21,0:6/1/22,5:8/16/22,,,,,,,,,,,,,,,,,
2055,,hole punch,"hole punch, single hole, 5-sheet capacity",,,Tool box,Tool box,0,4,2,6/24/21,2,5/5/21,,each,,,$2.69,Office Depot,,,,,https://business.officedepot.com/catalog/catalogSku.do?id=825232&,,,,,,2:6/24/21,,,,,,,,,,,,,,,,,,,,,,2: 5/5/21,,,,,,,,,,,,,,,,,,,,
1535,,"1/4"" tee connector for tubing","tee connector, barbed, for 1/4"" ID tubing",,,SHELF-B-5 : Fluids and pneumatics kit,SHELF-B-5 : Fluids and pneumatics kit,5,10,10,6/13/18,,,,,200%,,$0.76,McMaster-Carr,,,,5372K613,mcmaster.com/#5372K613,,,,,,10:1/12/18,2:5/31/18,10:6/13/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1537,,"1/2"" tee connector for tubing","tee connector, barbed, for 1/2"" ID tubing",,,SHELF-B-5 : Fluids and pneumatics kit,SHELF-B-5 : Fluids and pneumatics kit,5,13,10,6/13/18,3,6/5/23,,,260%,,$0.87,McMaster-Carr,,,,5372K618,mcmaster.com/#5372K618,,,,,,10:1/12/18,8:5/31/18,10:6/13/18,,,,,,,,,,,,,,,,,,,,3:6/5/23,,,,,,,,,,,,,,,,,,,,
0103,,fume extractor filter,"filter, for soldering fume extractor",,,soldering bench,soldering bench,,3,,,3,7/1/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:1/23/18,5:6/19/18,5:01/17/19,3:11/20/19,3:7/1/21,,,,,,,,,,,,,,,,
2470,,fume extractor,"fume extractor, for soldering, small tabletop",,,lending,lending,,,,,23,11/25/20,,each,,,$28.99,Amazon,,,,,https://www.amazon.com/gp/product/B0711LFYJ1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1:9/20/19,0:11/16/20,9:11/23/20 -cs,23:11/25/2020,,,,,,,,,,,,,,,,,
0875,,9V battery,"9V battery, alkaline",,,B4-R7-C4,B4-R7-C4,,#REF!,#REF!,,8,5/16/23,,each,,,$1.12458,Amazon,,,,,https://www.amazon.com/dp/B00MH4QM1S,,,,,,0:12/15/17,15:2/7/23,15:5/16:23,,,,,,,,,,,,,,,,,,,,80:6/19/18,80:01/08/19,91:01/08/19,123:01/11/19,103:01/22/19,73:01/25/19,53:02/06/19,85:08/23/19,12:1/23/20,120: 4/26/21,80:6/9/22,60:2/2/23,8:5/16/23,,,,,,,,
1527,,"1/2"" tubing","tubing, PVC, 1/2"" OD, 5/8"" OD",,,,,25',25,25,1/8/18,,,,,,,$0.45,McMaster-Carr,,,,5233K66,mcmaster.com/#5233K66,,,,,,25:1/8/18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,,tubing connector,"tubing connector, for making butt joints to build mechanical tubing loops for power transmission, for ~1/8"" ID tubing, aluminum, specified for 8mm belt",,,,,,0,,,,,,,,,$0.57,McMaster-Carr,,,,6567K23,mcmaster.com/#6567K23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,,soldering iron stand,"soldering iron stand, with brass wool tip cleaner",,,,,,0,,,,,,each,,,$7.68,Digi-Key,Aven Tools,,17530,243-1156-ND,https://www.digikey.com/products/en?keywords=243-1156-ND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2394,,1.5mm heat shrink,"heat shrink tubing, 1.5mm original diameter, 2:1 shrink ratio, black",,,Spool City,Spool City,,60,60,6/24/21,,,,foot,,,$0.52,Digi-Key,,,,X2-1.0-0-SP-25-ND,https://www.digikey.com/products/en?keywords=X2-1.0-0-SP-25-ND,,,,,,60:6/24/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2396,,2.1mm heat shrink,"heat shrink tubing, 2.1mm original diameter, 2:1 shrink ratio, black",,,Spool City,Spool City,,60,60,6/24/21,,,,foot,,,$0.52,Digi-Key,,,,X2-1.5-0-SP-25-ND,https://www.digikey.com/products/en?keywords=X2-1.5-0-SP-25-ND,,,,,,60:6/24/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,,2.6mm heat shrink,"heat shrink tubing, 2.6mm original diameter, 2:1 shrink ratio, black",,,Spool City,Spool City,,30,30,6/24/21,,,,foot,,,$0.56,Digi-Key,,,,X2-2.0-0-SP-25-ND,https://www.digikey.com/products/en?keywords=X2-2.0-0-SP-25-ND,,,,,,30:6/24/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2400,,3.6mm heat shrink,"heat shrink tubing, 3.6mm original diameter, 2:1 shrink ratio, black",,,Spool City,Spool City,,60,60,6/24/21,,,,foot,,,$0.79,Digi-Key,,,,X2-3.0-0-SP-25-ND,https://www.digikey.com/products/en?keywords=X2-3.0-0-SP-25-ND,,,,,,60:6/24/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2402,,4.6mm heat shrink,"heat shrink tubing, 4.6mm original diameter, 2:1 shrink ratio, black",,,Spool City,Spool City,,60,60,6/24/21,,,,foot,,,$0.82,Digi-Key,,,,X2-4.0-0-SP-25-ND,https://www.digikey.com/products/en?keywords=X2-4.0-0-SP-25-ND,,,,,,60:6/24/21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
