part_num,label_text,short_name,description,brief,status,old_location,location,min_quantity,total_on_hand,latest_inventory_num,latest_inventory_date,latest_backstock_num,latest_backstock_date,max_quantity,unit,%_on_hand,2017 restock: date order placed,price_per,supplier,brand,series,manufacturer_part_number,supplier_part_number,purchase_link,alternate/old_purchase_link,info_link,image_link,"Status (discontinued/obsolete/no longer required, etc.)",Serial #,inventory1,inventory2,inventory3,inventory4,inventory5,inventory6,inventory7,inventory8,inventory9,inventory10,inventory11,inventory12,inventory13,inventory14,inventory15,inventory16,inventory17,inventory18,inventory19,inventory20,,,back_stock1,back_stock2,back_stock3,back_stock4,back_stock5,back_stock6,back_stock7,back_stock8,back_stock9,back_stock10,back_stock11,back_stock12,back_stock13,back_stock14,back_stock15,back_stock16,back_stock17,back_stock18,back_stock19,back_stock20,
0695,,3-pin 5mm pitch screw terminal,"screw terminal, 3-pin, 0.2"" (5mm) pitch; can be stacked; use 2mm slotted screwdriver to attach wire",,Discontinued,,,,0,,,,,200,each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0696,"5.5mm barrel jack, printed circuit board (PCB) mount",5.5mm barrel jack,"barrel jack, female, 5.5mm larger diameter, 2.1mm center pin diameter, solder lug termination, 90º",,Active,B2-R2-C6,Connector: Barrels,20,65,35,5/16/23,30,5/16/23,12,each,325%,7/28 GG added to buy list,$0.43,Amazon,,,,,http://www.amazon.com/10pcs-Power-Socket-2-1mm-Barrel-Type/dp/B009321QPO,,,,,,1:6/21/17,50:8/31/17,40:12/11/17,33:5/24/18,20:1/8/2019,24:5/22/19,25:6/16/21,24:12/20/21,20:5/25/22,35:5/16/23,,,,,,,,,,,,,50:8/31/17,50:1/18/18,50:01/22/19,7:RECOUNT,50:6/30/21,28:7/15/21,50:5/25/22,30:5/16/23,,,,,,,,,,,,,
0697,,2-pin 5mm pitch screw terminal,"screw terminal, 2-pin, 0.2"" (5mm) pitch; can be stacked; use 2mm slotted screwdriver to attach wire",,Discontinued,,,,0,,,,,,each,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0698,"5.5mm barrel jack, panel mount, plastic",5.5mm barrel jack,"barrel jack, female, 5.5mm larger diameter, 2.1mm center pin diameter, plastic body, panel mount",,Active,B2-R2-C7,Connector: Barrels,20,10,10,5/16/23,0,5/16/23,20,,50%,7/28 GG added to buy list,$1.00,Jameco,Jameco Valuepro,,,2151136,http://www.jameco.com/webapp/wcs/stores/servlet/ProductDisplay?langId=-1&storeId=10001&productId=2151136&catalogId=10001&CID=MERCH,,,,,,1:6/21/17,21:8/31/17,16:12/11/17,3:5/24/18,20:8/17/18,13:1/8/2019,20:02/19/19,0:5/22/19,10:08/14/19,1:01/09/20,16:6/16/21,13:12/20/21,18:5/25/22,10:5/16/23,,,,,,,,,10:8/31/17,10:1/18/18,10:01/22/19,0:08/14/19,0:6/30/21,7:7/15/21,0:5/25/22,0:5/16/23,,,,,,,,,,,,,
0700,"5.5mm barrel jack, panel mount, metal",5.5mm barrel jack,"barrel jack, female, 5.5mm larger diameter, 2.1mm center pin diameter, panel mount, metal body, solder lug termination",,Active,B2-R2-C8,Connector: Barrels,10,39,30,5/16/23,9,5/16/23,20,each,390%,,$0.54,AliExpress,,,,,https://www.aliexpress.com/item/32849042458.html,http://www.ebay.com/itm/New-5-5-mm-x-2-1mm-DC-Power-Jack-Socket-Female-Panel-Mount-Connector-/280861579410,,,,,13:6/21/17,13:12/11/17,12:5/24/18,15:1/8/2019,0:5/22/19,50:08/12/19,30:6/16/21,30:12/20/21,27:5/25/22,30:5/16/23,,,,,,,,,,,,,40:8/13/19,19: 4/26/21,25:5/25/22,9:5/16/23,,,,,,,,,,,,,,,,,
0717,male crimp pin,male crimp pin,"crimp pin, male, single pin, 30AWG–24AWG, Molex 0016020108",,Active,B2-R3-C1,Connector: Crimps,200,100,100,5/18/23,0,5/18/23,,each,50%,,$0.1578,Digi-Key,Molex,,0016020108,WM2565-ND,https://www.digikey.com/product-detail/en/molex-llc/0016020108/WM2565-ND/171962,,,,,,0:12/18/17,100:12/22/17,1:5/24/18,251:6/13/18,40:1/8/2019,290:03/25/19,150:5/22/19,125:08/12/19,160:6/16/21,175:10/28/21,150:12/20/21,70:5/25/22,100:5/18/23,,,,,,,,,,125:08/13/19,150:7/15/21,100:5/25/22,0:5/18/23,,,,,,,,,,,,,,,,,
0726,2-pin female jumper,2-pin female jumper,"jumper header, female socket, 2-connection, 1/10"" spacing",,Active,B2-R3-C2,Connector: Board Mount,10,116,66,8/21/23,50,8/21/23,50,each,1160%,,$0.0647,Digi-Key,Amphenol ICC,,861410021H110LF,609-6251-ND,https://www.digikey.com/en/products/detail/amphenol-cs-fci/861410021H110LF/5201773?s=N4IgjCBcoEwJxVAYygMwIYBsDOBTANCAPZQDaIAzACwBsArAOwwgC6hADgC5QgDKnAJwCWAOwDmIAL6EAHAmggUkDDgLEyIOExqsO3SH0GiJ08HDmJFaLHkIlI5AAytTAWjqWlK2%2BoeUXhK7MCkqCAK5q9uQeLJKmweQAFrjoACa4AgAEAFZhALbsGS5AA,,,,,,40:6/21/17,80:12/11/17,65:5/24/18,20:1/8/2019,25:5/22/19,18:6/16/21,30:12/20/21,15:1/25/22,14:5/25/22,16:5/18/23,66:8/21/23,,,,,,,,,,,,0:6/30/21,0:5/25/22,0:5/18/23,50:8/21/23,,,,,,,,,,,,,,,,,
0706,,USB Adapters,"USB adapter, mini USB to FPV Tx Futaba, use with GoPro Hero 3",,Discontinued,B2-R3-C3,B2-R3-C3,2,2,2,5/25/22,0,5/25/22,5,,100%,,,,,,258000117-0,,http://www.hobbyking.com/hobbyking/store/__60492__GoPro_Hero_3_Adapters_Cable_for_FPV_Video_Tx_1pc_bag.html,,,,,,2:6/21/17,2:12/11/17,2:5/24/18,2:1/8/2019,2:5/22/19,2:6/16/21,2:12/20/21,2:5/25/22,,,,,,,,,,,,,,,0:6/30/21,0:5/25/22,,,,,,,,,,,,,,,,,,,
0708,,USB Adapters,"USB adapter, mini USB to FPV Tx Futaba and mini Molex, use with GoPro Hero 3, 3+, 4,",,Discontinued,B2-R3-C4,B2-R3-C4,2,2,2,5/25/22,0,5/25/22,5,,100%,,,,,,258000118-0,,https://www.amazon.co.uk/GoPro-Hero-FPV-AV-Connector/dp/B00PYZA7WC,,,,,,2:6/21/17,2:12/11/17,2:5/24/18,2:1/8/2019,2:5/22/19,2:6/16/21,2:12/20/21,2:5/25/22,,,,,,,,,,,,,,,0:6/30/21,0:5/25/22,,,,,,,,,,,,,,,,,,,
0710,miscellaneous fuses,fuses,"fuses, miscellaneous",,Active,B2-R3-C5,Electrical Components: Misc,10,75,75,5/16/23,0,5/16/23,100,,750%,,,,,,,,,,,,,,15:6/21/17,15:12/11/17,15:5/24/18,15:1/8/2019,7:5/22/19,8:6/16/21,55:12/20/21,50:5/25/22,75:5/16/23,,,,,,,,,,,,,,0:6/30/21,0:5/25/22,0:5/16/23,,,,,,,,,,,,,,,,,,
0712,,3.5mm barrel plug,"barrel plug, male, 3.5mm larger diameter x 1.3mm center pin diameter, inline, no strain relief",,,B2-R3-C6,Connector: Barrels,5,"45,065",3,5/16/23,45062,,25,,901300%,,,,,,,,,,,,,,11:6/21/17,10:12/11/17,10:5/24/18,7:1/8/2019,5:5/22/19,2:6/16/21,3:12/20/21,3:5/25/22,3:5/16/23,,,,,,,,,,,,,,0:6/30/21,0:5/25/22,:5/16/23,,,,,,,,,,,,,,,,,,
0714,,3.5mm barrel plug,"barrel plug, male, 3.5mm larger diameter x 1.3mm center pin diameter, inline, with strain relief",,,B2-R3-C7,Connector: Barrels,5,"45,071",9,5/16/23,45062,,20,,901420%,,$1.75,Jameco,Jameco Valuepro,,,159611,http://www.jameco.com/webapp/wcs/stores/servlet/ProductDisplay?langId=-1&storeId=10001&productId=159611&catalogId=10001&CID=MERCH,,,,,,20:6/21/17,15:12/11/17,17:5/24/18,15:1/8/2019,12:5/22/19,12:6/16/21,13:12/20/21,12:5/25/22,9:5/16/23,,,,,,,,,,,,,,0:6/30/21,0:5/25/22,:5/16/23,,,,,,,,,,,,,,,,,,
0716,,5.5mm female barrel jack,"barrel jack, female, with screw terminals, 5.5mm larger diameter, 2.1mm center pin diameter, with strain relief",,To discontinue,B2-R3-C8,Connector: Barrels,10,15,15,5/16/23,0,5/16/23,50,each,150%,,$0.49,eBay,,,,,https://www.ebay.com/itm/172813450145,,,,,,12:6/21/17,12:12/11/17,12:5/24/18,12:1/8/2019,0:04/12/19,30:04/19/19,10:5/22/19,50: 5/20/21,7:6/16/21,5:12/20/21,6:5/25/22,15:5/16/23,,,,,,,,,,,0:11/16/20,1: 4/26/21,0:5/25/22,0:5/16/23,,,,,,,,,,,,,,,,,
0718,female crimp pin,female crimp pin,"crimp pins, single pin, female, 30AWG–24AWG, Molex 0016020096",,Active,B2-R4-C1,Connector: Crimps,200,400,300,5/18/23,100,5/18/23,500,each,200%,7/28 GG added to buy list,$0.0798,Digi-Key,Molex,,0016020096,WM2562-ND,http://www.digikey.com/product-detail/en/molex-llc/0016020096/WM2562-ND/115060,,,,,,30:6/21/17,150:8/31/17,80:11/20/17,5:12/11/17,104:12/22/17,20:5/24/18,280:6/13/18,0:1/8/2019,250:03/25/19,30:5/22/19,250:08/12/19,0:11/20/19,250:6/16/21,200:12/20/21,100:5/25/22,300:5/18/23,,,,,,,0:6/30/21,1000:10/28/21,1100:10/28/21,1000:5/25/22,100:5/18/23,,,,,,,,,,,,,,,,
0683,2-pin screw terminal,2-pin screw terminal,"screw terminal, solderable legs, 2-pin, 0.1"" (2.54mm) pitch, use 1.6mm slotted screwdriver to attach wire",,Active,B2-R4-C2,Connector: Board Mount,20,230,130,8/25/23,100,8/25/23,200,each,1150%,,$0.16,AliExpress,,,,,https://www.aliexpress.com/item/33002136834.html,,,,,,50:9/21/21,25:12/20/21,11:5/25/22,22:12/9/22,40:1/25/23,30:5/18/23,130:8/25/23,,,,,,,,,,,,,,,,0:6/30/21,100:10/28/21,80:5/25/22,60:12/9/22,60:1/25/23,0:5/18/23,100:8/25/23,,,,,,,,,,,,,,
0685,3-pin screw terminal,3-pin screw terminal,"screw terminal, solderable legs, 3-pin, 0.1"" (2.54mm) pitch, use 1.6mm slotted screwdriver to attach wire",,Active,B2-R4-C3,Connector: Board Mount,10,200,100,8/25/23,100,8/25/23,50,,2000%,,$0.19,AliExpress,,,,,https://www.aliexpress.com/item/33002136834.html,,,,,,50:9/21/21,30:12/20/21,23:5/25/22,10:1/25/23,5:2/12/23,0:3/19/23,0:5/18/23,100:8/25/23,,,,,,,,,,,,,,,0:6/30/21,0:5/25/22,0:5/18/23,100:8/25/23,,,,,,,,,,,,,,,,,
0687,4-pin screw terminal,4-pin screw terminal,"screw terminal, solderable legs, 4-pin, 0.1"" (2.54mm) pitch, use 1.6mm slotted screwdriver to attach wire",,Active,B2-R4-C4,Connector: Board Mount,10,203,103,8/25/23,100,8/25/23,50,,2030%,,$0.22,AliExpress,,,,,https://www.aliexpress.com/item/33002136834.html,,,,,,50:9/21/21,30:12/20/21,30:5/25/22,3:5/18/23,103:8/25/23,,,,,,,,,,,,,,,,,,0:6/30/21,0:5/25/22,0:5/18/23,100:8/25/23,,,,,,,,,,,,,,,,,
0689,5-pin screw terminal,5-pin screw terminal,"screw terminal, solderable legs, 5-pin, 0.1"" (2.54mm) pitch, use 1.6mm slotted screwdriver to attach wire",,Active,B2-R4-C5,Connector: Board Mount,10,130,30,5/18/23,100,8/25/23,50,,1300%,,$0.26,AliExpress,,,,,https://www.aliexpress.com/item/33002136834.html,,,,,,50:9/21/21,30:12/20/21,40:5/25/22,30:5/18/23,,,,,,,,,,,,,,,,,,,0:5/25/22,0:5/18/23,100:8/25/23,,,,,,,,,,,,,,,,,,
0691,10-pin screw terminal,10-pin screw terminal,"screw terminal, solderable legs, 10-pin, 0.1"" (2.54mm) pitch, use 1.6mm slotted screwdriver to attach wire",,Active,B2-R4-C6,Connector: Board Mount,10,200,150,8/25/23,50,8/25/23,50,each,2000%,,$0.55,AliExpress,,,,,https://www.aliexpress.com/item/33002136834.html,,,,,,30:9/21/21,30:12/20/21,25:5/25/22,25:5/18/23,50:8/25/23,150:8/25/23,,,,,,,,,,,,,,,,,20:10/28/21,20:5/25/22,0:5/18/23,50:8/25/23,,,,,,,,,,,,,,,,,
0730,"5.5mm x 2.1mm barrel plug, in-line",5.5mm barrel plug,"barrel plug, male, 5.5mm larger diameter x 2.5mm center pin diameter, inline, strain relief",,Active,B2-R4-C7,Connector: Barrels,10,7,7,5/16/23,0,5/16/23,20,,70%,7/28 GG added to buy list,$0.60,Amazon,,,,,https://www.amazon.com/uxcell-5-5mm-2-5mm-Barrel-Connectors/dp/B00FHHV096/ref=sr_1_fkmr1_2?ie=UTF8&qid=1469634614&sr=8-2-fkmr1&keywords=barrel+jack+male+leads+2.5+5.5,,,,,,4:6/21/17,25:12/11/17,10:5/24/18,1:1/8/2019,1:5/22/19,30:09/17/19,23:6/16/21,20:12/20/21,16:5/25/22,7:5/16/23,,,,,,,,,,,,,20:9/20/19,20:6/30/21,0:5/16/23,,,,,,,,,,,,,,,,,,
0732,long female header pins,long female header pins,"header pins, female, long leg, variety of lengths, 0.1"" pitch",,Active,B2-R4-C8,Connector: Board Mount,20,85,35,5/18/23,50,5/18/23,100,row of various length,425%,,$0.14,Amazon,,,,,https://smile.amazon.com/dp/B077Z4KWM3/,"https://www.amazon.com/Didamx-120Pcs-2-54MM-Stackable-arduino/dp/B074GQ9LKY

https://www.jameco.com/webapp/wcs/stores/servlet/ProductDisplay?storeId=10001&langId=-1&catalogId=10001&pa=2177627&productId=2177627

https://www.sparkfun.com/products/11376"",""https://www.sparkfun.com/products/11376",,,,,30:6/21/17,40:8/31/17,12:12/11/17,3:5/24/18,40:10/11/18,10:1/8/2019,120:03/25/19,85:5/22/19,44:6/16/21,25:12/20/21,25:5/25/22,35:6/23/22,35:5/18/23,,,,,,,,,,0:6/30/21,0:5/25/22,100:6/23/22,50:5/18/23,,,,,,,,,,,,,,,,,
0734,6-pin spring terminal,6-pin spring terminal,"spring terminal, 6-pin, side entry, 0.1"" spacing, for board mounting, accepts 26AWG–18AWG wire",,Active,B2-R5-C1,Connector: Board Mount,5,55,45,5/18/23,10,5/18/23,25,,1100%,,$1.10,Pololu,,,,2424,https://www.pololu.com/product/2424,,,,,,10:6/21/17,9:12/11/17,5:5/24/18,3:1/8/2019,3:5/22/19,25:08/12/19,28:6/16/21,25:12/20/21,30:5/25/22,45:6/2/22,45:5/18/23,,,,,,,,,,,,34:8/13/19,32:6/30/21,15:6/2/22,10:5/18/23,,,,,,,,,,,,,,,,,
0736,2-pin spring terminal,2-pin spring terminal,"spring terminal, 2-pin, top entry, 0.1"" spacing, for board mounting, accepts 26AWG–18AWG wire",,Active,B2-R5-C2,Connector: Board Mount,10,25,25,5/18/23,0,5/18/23,100,,250%,,$1.50,SparkFun,,,,PRT-08073,https://www.sparkfun.com/products/8073,,,,,,30:6/21/17,30:12/11/17,30:5/24/18,20:1/8/2019,30:5/22/19,30:6/16/21,30:12/20/21,21:5/25/22,41:6/27/22,25:5/18/23,,,,,,,,,,,,,0:6/30/21,0:5/25/22,0:5/18/23,,,,,,,,,,,,,,,,,,
0738,4-pin spring terminal,4-pin spring terminal,"spring terminal, 4-pin, top entry, 0.1"" spacing, for board mounting, accepts 26AWG–18AWG wire",,Active,B2-R5-C3,Connector: Board Mount,10,30,30,5/18/23,0,5/18/23,100,,300%,,$1.60,SparkFun,,,,PRT-08075,https://www.sparkfun.com/products/8075,,,,,,23:6/21/17,20:12/11/17,20:5/24/18,15:1/8/2019,19:5/22/19,19:6/16/21,19:12/20/21,19:5/25/22,39:6/27/22,30:5/18/23,,,,,,,,,,,,,0:6/30/21,0:5/25/22,0:5/18/23,,,,,,,,,,,,,,,,,,
0740,,header pins,"header pins, single row, 3-pin, 90-degree, 0.1"" pitch",,Discontinued,B2-R5-C4,B2-R5-C4,10,3,3,5/25/22,0,5/25/22,100,,30%,,,,,,,,,,,,,,30:6/21/17,35:12/11/17,0:5/24/18,0:1/8/2019,0:5/22/19,0:01/09/20,1:6/16/21,4:12/20/21,3:5/25/22,,,,,,,,,,,,,,0:6/30/21,0:5/25/22,,,,,,,,,,,,,,,,,,,
0742,male header,male header,"header pins, male, single row of 40, straight, 0.1"" pitch",,Active,B2-R6-C1,Connector: Board Mount,400,700,200,5/18/23,500,5/18/23,100,row of 40 pins,175%,,$0.08,Amazon,,,,,https://www.amazon.com/Header-Lystaii-Pin-Connector-Electronic/dp/B06ZZN8L9S,,,,,,1001:6/21/17,800:12/11/17,800:5/24/18,100:1/8/2019,100:03/25/19,100:5/22/19,170:5/27/21,170:6/16/21,170:12/20/21,200:5/25/22,200:5/18/23,,,,,,,,,,,,300:4/4/19,300:11/16/20,325:11/19/2020,302: 4/26/21,350:7/15/21,430:7/26/21,400:5/25/22,500:5/18/23,,,,,,,,,,,,,
0744,long male header,long male header,"header pins, male, single row, long, 0.1"" pitch",,Active,B2-R6-C2,Connector: Board Mount,25,80,70,5/18/23,10,5/18/23,100,row of 40 pins,320%,8/7 GG added correct amount and link to buy list7/28 GG added to buy list,$0.90,Amazon,,,,,https://www.amazon.com/Generic-Breakaway-Headers-Length-Centered/dp/B015KA0RRU,,,,,,10:6/21/17,50:12/11/17,90:5/24/18,2090:6/14/18,100:1/8/2019,40:5/22/19,18:6/16/21,65:8/18/21,65:12/20/21,70:5/25/22,70:5/18/23,,,,,,,,,,,,0:6/30/21,0:5/25/22,20:6/23/22,15:11/11/22,10:5/18/23,,,,,,,,,,,,,,,,
0746,90º male header,90º male header,"header pins, male, single row, 90º, 0.1"" pitch",,Active,B2-R6-C3,Connector: Board Mount,25,40,40,5/18/23,0,5/18/23,100,row of 40 pins,160%,,$0.005,Amazon,,,,,https://www.amazon.com/Uxcell-s16031200am0392-2-54mm-40-Pin-Connector/dp/B00R1LQ3FC,http://www.ebay.com/itm/10Pcs-2-54mm-40Pin-Single-Row-Right-Angle-Pin-Header-Strip-/121348863491?pt=LH_DefaultDomain_0&hash=item1c40f4b603,,,,,30:6/21/17,400:12/11/17,200:5/24/18,100:1/8/2019,15:5/22/19,2000:09/17/19,46:6/16/21,40:12/20/21,50:5/25/22,40:5/18/23,,,,,,,,,,,,,0:6/30/21,0:5/25/22,0:5/18/23,,,,,,,,,,,,,,,,,,
0748,female header,female header,"header pins, female, single row, round receptacle, for mounting ICs",,Active,B2-R6-C4,Connector: Board Mount,200,60,60,5/18/23,0,5/18/23,100,,30%,,$3.50,eBay,,,,,http://www.ebay.com/itm/10pcs-1x40-Pin-Single-Row-2-54mm-Round-Female-Header-/400340721249?pt=LH_DefaultDomain_0&hash=item5d362a9e61,,,,,,1001:6/21/17,6000:12/11/17,2500:5/24/18,2000:1/8/2019,1500:5/22/19,65:6/16/21,60:12/20/21,50:5/25/22,60:5/18/23,,,,,,,,,,,,,,0:6/30/21,0:5/25/22,0:5/18/23,,,,,,,,,,,,,,,,,,
0750,female header,female header,"header pins, female, single-width, short legs, 0.1"" pitch, variety of lengths",,Active,B2-R7-C1,Connector: Board Mount,30,250,50,5/18/23,200,5/18/23,50,row of various length,833%,,$0.0869,Amazon,,,,,https://www.amazon.com/gp/product/B07F74QRYH,"https://www.sparkfun.com/products/11896

https://www.jameco.com/webapp/wcs/stores/servlet/ProductDisplay?storeId=10001&langId=-1&catalogId=10001&pa=308567&productId=308567

https://www.arrow.com/en/products/801-87-010-10-001101/preci-dip-sa

https://www.digikey.com/product-detail/en/sullins-connector-solutions/PPTC101LFBN-RC/S7008-ND/810149",,,,,3:6/21/17,4:8/31/17,3:12/11/17,11:12/22/17,11:5/24/18,61:9/14/18,20:1/8/2019,160:03/26/19,150:5/22/19,150:12/12/19,50:6/16/21,5:12/20/21,70:1/25/22,300:2/28/22,150:5/25/22,50:5/18/23,,,,,,,150:2/19/20,140:6/30/21,70:1/25/22,350:3/23/22,300:5/25/22,200:5/18/23,,,,,,,,,,,,,,,
0752,metric header pins,metric header pins,"header pins, single male long, 2mm pitch",,Active,B2-R7-C2,Connector: Board Mount,200,20,20,5/18/23,0,5/18/23,100,,10%,,$4.99,eBay,,,,,http://www.ebay.com/itm/10-Pcs-2mm-Pitch-Male-40-Pin-Single-Row-Gold-Plated-Long-Pin-Header-Strip-15mm-/181400383064?pt=LH_DefaultDomain_0&hash=item2a3c4e2e58,,,,,,1001:6/21/17,2800:12/11/17,1800:5/24/18,1800:1/8/2019,"1,500:5/22/19",40:6/16/21,30:12/20/21,30:5/25/22,20:5/18/23,,,,,,,,,,,,,,0:6/30/21,0:5/25/22,0:5/18/23,,,,,,,,,,,,,,,,,,
0754,double-row male header,double-row male header,"header pins, male, double row, 0.1"" pitch",,Active,B2-R7-C3,Connector: Board Mount,200,50,50,5/18/23,0,5/18/23,100,,25%,,$3.00,eBay,,,,,http://www.ebay.com/itm/5x-Male-40x2Pin-Double-Row-0-1-2-54mm-Pitch-Square-Header-/251535263223?pt=LH_DefaultDomain_0&hash=item3a90ab85f7,,,,,,1001:6/21/17,1520:12/11/17,1280:5/24/18,1280:1/8/2019,"1,200:5/22/19",45:6/16/21,40:12/20/21,40:5/25/22,50:5/18/23,,,,,,,,,,,,,,0:7/1/21,0:5/25/22,0:5/18/23,,,,,,,,,,,,,,,,,,
0756,double-row 90º male header,double-row 90º male header,"header pins, male, double row, 90º, 0.1"" pitch",,Active,B2-R7-C4,Connector: Board Mount,200,50,50,5/18/23,0,5/18/23,100,row of 40 pins,25%,,$2.00,eBay,,,,,http://www.ebay.com/itm/5PCS-2-54mm-2-x-40-Pin-Male-Double-Row-Right-Angle-Pin-Header-Strip-/400492668502?pt=LH_DefaultDomain_0&hash=item5d3f392656,,,,,,1001:6/21/17,2400:12/11/17,3000:5/24/18,3000:1/8/2019,:5/22/19,100:6/16/21,90:12/20/21,100:5/25/22,50:5/18/23,,,,,,,,,,,,,,0:7/1/21,0:5/25/22,0:5/18/23,,,,,,,,,,,,,,,,,,
0758,,solar LiPo charger,"LiPo charger, for use with solar panel",,Discontinued,Discontinued,Discontinued,1,1,1,5/26/22,0,5/25/22,6,,100%,,$17.50,Adafruit,,,,390,https://www.adafruit.com/products/390,,,,,,1:6/21/17,1:12/11/17,1:5/24/18,1:1/8/2019,0:5/22/19,1:6/16/21,1:12/20/21,1:5/26/22,,,,,,,,,,,,,,,0:7/1/21,0:5/25/22,,,,,,,,,,,,,,,,,,,
0760,,USB LiPo charger,"USB LiPo charger, 3.7V (one cell), dual output, Walkera GA006","Dual 1 Cell (3.7V) USB LiPO Battery Charger. For Walkeras FPV Ladybird V2, Ladybird V2, InfraX, V120D02S, Mini CP, Genius CP V2, Super CP",Discontinued,B3-R1-C2,B3-R1-C2,1,2,2,5/25/22,0,5/25/22,2,,200%,,$4.00,HobbyKing,Walkera,,GA006,198000014,http://www.hobbyking.com/hobbyking/store/__24750__Walkera_GA006_USB_Dual_Lipoly_Charger_QR_Ladybird_Genius_CP_Mini_CP_.html?gclid=Cj0KEQjwnIm7BRDSs42KxLS8-6YBEiQAfDWP6DdF6P-3teHYr6fxvoiTrv1erVhjm3pzpOo3u1LSwYIaAgQ88P8HAQ,,,,,,2:6/21/17,2:12/11/17,2:5/24/18,2:1/8/2019,2:5/22/19,3:6/16/21,4:12/20/21,2:5/25/22,,,,,,,,,,,,,,,0:7/1/21,0:5/25/22,,,,,,,,,,,,,,,,,,,
0762,,5V voltage regulator,"voltage regulator, switching, 6V–23V input, 5V 3A output, low noise, reverse-polarity protection","UBEC U3 Pro, RC-type, high efficiency switching mode BEC, steps down to 5V from 23V max, providing better heat dissipation when compared to linear voltage regulation. The shielded PCB design and output EMF coil provide a stable, low noise voltage output. The HKU3 also features built-in reverse polarity protection.",Discontinued,B3-R1-C3,Electrical Components: Voltage Regulators,2,3,3,5/16/23,0,5/16/23,10,,150%,,$3.90,HobbyKing,AEO,,,,http://www.hobbyking.com/hobbyking/store/__62873__HobbyKing_8482_Micro_UBEC_3A_5v_US_Warehouse_.html,,http://www.aliexpress.com/store/product/RC-electric-airplane-NEW-U3-UBEC-Pro-Input-6-23V-output-powerful-5V-3A-weight-7/1314187_1924509117.html,http://www.hobbyking.com/hobbyking/store/catalog/54275-1.jpg,,,4:6/21/17,4:12/11/17,4:5/24/18,2:1/8/2019,3:5/22/19,3:6/16/21,3:12/20/21,3:5/25/22,3:5/16/23,,,,,,,,,,,,,,0:7/1/21,0:5/25/22,0:5/16/23,,,,,,,,,,,,,,,,,,
0764,,12V voltage regulator,"voltage regulator, switching, 7.2V–21V input, 12V 4.5A output, low noise, reverse-polarity protection","UBEC x12 Pro, RC-type, high efficiency switching mode BEC, steps down to 12V from 23V max, providing better heat dissipation when compared to linear voltage regulation. The shielded PCB design and output EMF coil provide a stable, low noise voltage output. The HKU3 also features built-in reverse polarity protection.",Discontinued,B3-R1-C4,Electrical Components: Voltage Regulators,2,5,5,5/16/23,0,5/16/23,8,,250%,,$8.00,,,,,,http://www.hobbyking.com/hobbyking/store/__18788__12V_4_5A_UBEC_2_5S_Lipoly_7_2_21V_.html,,,,,,4:6/21/17,4:12/11/17,4:5/24/18,5:1/8/2019,5:5/22/19,5:6/16/21,5:12/20/21,5:5/25/22,5:5/16/23,,,,,,,,,,,,,,0:7/1/21,0:5/25/22,0:5/16/23,,,,,,,,,,,,,,,,,,
0766,USB current/voltage gauge,USB current/voltage gauge,"USB current and voltage gauge, inline, 3.7–30V, 0–4A",,Active,B3-R2-C1,B3-R2-C1,2,0,0,5/25/22,0,5/25/22,1,,0%,,$14.99,Amazon,,,,,https://www.amazon.com/dp/B07FMQZVW2?th=1,https://www.adafruit.com/products/1852,,,,,2:6/21/17,2:12/11/17,2:5/24/18,2:1/8/2019,1:5/22/19,0:6/16/21,0:12/20/21,0:5/25/22,,,,,,,,,,,,,,,0:7/1/21,0:5/25/22,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Empty,,,,B3-R2-C2,B3-R2-C2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Empty,,,,B3-R2-C3,B3-R2-C3,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Empty,,,,B3-R2-C4,B3-R2-C4,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Empty,,,,B3-R3-C1,B3-R3-C1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Empty,,,,B3-R3-C2,B3-R3-C2,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
